-250.936 0.35006
-29.1684 0.370664
459.724 -0.142168
545.562 -0.0235728
708.545 -0.0550376
-338.311 -0.357953
-579.206 -0.257648
219.372 0.297121
361.946 0.325859
-197.549 -0.139195
24.0009 -0.121838
-716.994 -0.103466
238.61 -0.18476
-484.066 -0.16452
-554.107 -0.0785546
-351.802 0.298055
-4.87686 -0.0181248
290.78 0.280836
-212.016 -0.450092
304.812 -0.070224
-369.443 0.243266
-42.842 -0.0543936
105.016 0.20584
-422.045 0.206117
407.839 -0.104034
-698.654 0.0336901
136.926 0.384102
634.99 0.136615
671.544 0.390346
-284.386 -0.0301719
74.9325 -0.398374
-29.6671 -0.153881
687.226 -0.370299
356.107 -0.248728
302.778 -0.132895
-299.043 -0.165149
-209.54 -0.0225169
-97.543 0.0421883
-550.451 0.13213
-24.9272 -0.375594
320.877 0.281752
636.173 -0.0021788
-45.098 0.206456
58.7609 -0.330186
-354.229 -0.0759383
0.448806 -0.220545
-215.036 -0.214018
-569.623 0.536635
-408.071 0.25478
119.675 0.327464
-665.046 -0.233579
-153.739 0.350858
602.74 0.418271
682.921 0.486982
418.273 -0.130362
471.17 0.36462
-214.823 0.0273385
685.065 0.429104
533.763 -0.0674153
-76.1089 0.365461
201.934 0.105076
-493.35 -0.248147
649.427 -0.262969
-17.0396 -0.00130626
568.233 -0.388958
546.692 0.51338
-141.732 0.41967
230.813 0.115972
-304.288 -0.291645
-462.212 0.43856
-589.715 0.427924
379.463 -0.317284
258.11 0.607283
-621.587 -0.030293
225.966 0.0506171
75.5323 -0.19155
698.102 0.253339
-224.348 -0.364883
-696.568 0.0772512
90.7154 0.0842714
-158.583 -0.428184
702.86 0.334706
704.516 0.39461
281.54 0.0778415
695.693 -0.343681
-734.324 0.129614
-491.087 0.0126959
672.96 -0.305437
708.956 -0.305984
-275.469 0.488632
-675.27 -0.208141
-669.556 0.340476
-676.454 0.261466
-583.148 -0.223633
32.7663 0.131048
-556.995 -0.327288
106.215 -0.283959
-22.2677 0.407314
-138.483 -0.130185
-690.78 0.228474
632.727 0.464073
-72.4364 -0.46681
288.16 0.183842
92.4464 -0.194373
-592.125 -0.0985004
3.13804 0.221955
580.05 0.152422
482.068 -0.0429089
-380.97 -0.361974
337.11 0.290001
602.386 -0.0785581
-143.377 -0.360022
-18.9201 0.59558
-546.889 -0.0943697
518.044 0.465613
21.0833 -0.492551
495.709 -0.383717
-79.2664 -0.319269
80.5094 0.175181
196.993 -0.0430675
1.58619 0.240622
-102.292 0.286345
310.556 -0.14943
-523.067 -0.60433
504.274 -0.221321
518.052 -0.43961
654.88 0.16547
-681.269 0.0870324
700.361 -0.413267
471.371 0.360319
616.718 -0.403171
-54.9026 0.303616
123.454 0.241021
-244.875 0.237735
157.475 0.308743
563.908 0.441287
-492.859 0.331025
-452.219 -0.433331
3.76281 -0.0956377
-337.792 0.514975
-81.7357 -0.0110099
-79.5074 0.0112683
568.998 -0.120653
-569.96 -0.196468
55.7954 0.712004
243.55 -0.524579
599.853 0.472148
671.974 0.190639
262.709 -0.0789847
-446.091 0.010248
579.234 0.303061
-3.3586 0.423683
-525.16 -0.347738
-451.89 0.306573
-245.518 0.208763
-409.456 -0.419879
215.498 0.10931
61.2722 0.150859
-636.533 -0.20681
-187.986 -0.433401
-561.856 0.420831
-730.994 -0.374475
-667.976 0.181698
-537.779 -0.155532
-19.9356 -0.268958
423.416 0.206566
-572.163 -0.0676692
-277.303 0.479814
446.823 0.187148
674.512 0.131845
204.262 0.643682
517.541 -0.228205
-162.239 -0.458207
615.367 -0.262035
703.964 0.264957
473.715 0.0800301
-110.145 0.266309
678.128 0.406712
187.742 0.140968
221.594 0.610996
-645.026 -0.161518
-159.026 0.250136
284.37 0.00610095
-162.366 -0.389278
14.2762 -0.302289
28.3997 0.366502
151.685 0.316983
193.192 0.341175
-324.874 0.0354877
557.65 0.319662
16.7993 0.336623
47.0283 -0.460272
-39.0368 -0.370239
457.166 0.286658
-70.8434 0.148805
105.996 0.336139
-299.452 -0.0888258
-78.4408 0.158248
543.956 0.14372
-230.018 0.431479
-558.929 0.0501506
-298.244 0.036557
-66.2521 -0.0118509
35.8742 0.543937
630.379 -0.584805
490.707 0.135549
-450.736 -0.321704
315.395 -0.017527
451.956 -0.136628
-616.517 0.4869
-434.066 -0.280049
353.872 0.342386
554.631 0.413831
-106.523 -0.155458
-424.301 -0.297001
-541.668 0.0132778
245.923 -0.512077
-722.134 -0.260087
-593.467 -0.0972599
-648.007 0.513005
-571.935 0.315403
528.985 -0.0369706
303.765 0.447054
-236.521 -0.162765
-277.963 -0.384673
-521.128 0.492787
-219.945 -0.373325
-428.35 0.399795
-227.648 -0.224349
583.297 -0.158209
-429.129 0.336177
591.711 0.275988
631.332 0.404211
285.716 -0.141021
25.3089 -0.0457448
38.3338 -0.29466
-140.697 -0.17069
2.63192 0.54083
125.642 0.361854
-439.022 -0.0332425
342.798 -0.384378
589.111 0.144085
372.75 -0.0855496
-311.544 0.764243
-434.808 0.00677311
512.987 0.435885
338.076 0.458554
-702.773 0.225096
140.824 0.295933
328.291 0.328914
309.42 0.741061
20.7069 0.134919
559.305 -0.374574
-242.232 -0.095102
-53.5132 0.11351
-210.268 -0.348283
332.582 0.43142
-94.1436 -0.334996
-70.4699 0.199377
-684.508 -0.270338
-321.619 -0.280297
321.977 0.458879
519.718 0.334361
-130.068 0.538827
499.99 -0.156004
-38.3658 -0.154303
-383.768 0.0830543
124.399 -0.426896
-339.973 0.0937444
326.695 -0.246428
-59.9449 0.265474
-401.85 -0.0684133
-417.519 0.451397
681.812 -0.189562
-109.537 0.0254783
-37.8235 0.14048
547.241 -0.372498
4.37765 0.287113
42.9276 0.0946874
705.278 -0.185459
-165.227 0.0387273
-604.341 -0.365919
-689.99 0.258376
-331.126 -0.0236116
-684.477 0.219805
414.413 0.221428
-410.589 -0.345434
618.271 0.249405
684.018 0.0224164
198.39 0.0606243
-643.691 0.309323
-576.263 0.508568
-492.448 0.439676
-611.236 0.267382
-545.453 -0.475416
289.52 0.250697
-143.702 0.288167
679.202 0.00628042
-602.673 0.527159
